"filename", "language", "ui", "C++", "Markdown", "PowerShell", "TypeScript", "Properties", "Python", "HTML", "QRC", "CSS", "JavaScript", "Makefile", "XML", "comment", "blank", "total"
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerTekHex-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 3, 2, 132
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerTekHex.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 3, 8, 283
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerVHDL-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 3, 2, 139
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerVHDL.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 760, 0, 0, 0, 0, 0, 3, 51, 814
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerVerilog-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 3, 2, 161
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerVerilog.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 794, 0, 0, 0, 0, 0, 3, 51, 848
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerXML-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 3, 2, 241
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerXML.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 644, 0, 0, 0, 0, 0, 3, 30, 677
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerYAML-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 3, 2, 125
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciLexerYAML.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 3, 35, 590
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciMacro-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 3, 2, 65
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciMacro.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 3, 9, 166
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciPrinter-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 3, 2, 65
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciPrinter.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 3, 17, 339
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciScintilla-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1707, 0, 0, 0, 0, 0, 3, 2, 1712
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciScintilla.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9374, 0, 0, 0, 0, 0, 3, 566, 9943
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciScintillaBase-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1299, 0, 0, 0, 0, 0, 3, 2, 1304
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciScintillaBase.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 3694, 0, 0, 0, 0, 0, 3, 87, 3784
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciStyle-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 3, 2, 84
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciStyle.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 659, 0, 0, 0, 0, 0, 3, 48, 710
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciStyledText-members.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 3, 2, 61
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classQsciStyledText.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 3, 6, 136
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\classes.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 3, 1, 146
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\dir_68267d1309a1af8e8297ef4c3efbcdba.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 3, 1, 61
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\dir_e7e7b0b6fe362def31d601fa026bbeed.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 3, 1, 57
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\doxygen.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1408, 0, 0, 0, 44, 281, 1733
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\doxygen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 27
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\dynsections.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 32, 10, 122
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 0, 3, 2, 337
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_b.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 3, 2, 219
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_c.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 386, 0, 0, 0, 0, 0, 3, 2, 391
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_d.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 3, 2, 432
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_e.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 3, 2, 182
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_enum.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 3, 1, 111
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 3, 2, 232
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_b.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 3, 2, 146
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_c.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 0, 3, 2, 268
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_d.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 3, 2, 215
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_e.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 3, 2, 127
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_f.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 3, 2, 89
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_g.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 3, 2, 66
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_h.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 3, 2, 142
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_i.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 3, 2, 114
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_j.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 3, 2, 92
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_k.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 3, 2, 124
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_l.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 3, 2, 153
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_m.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 3, 2, 104
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_n.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 3, 2, 102
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_o.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 3, 2, 93
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_p.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 3, 2, 261
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_q.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 3, 2, 89
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_r.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 3, 2, 112
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_s.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 953, 0, 0, 0, 0, 0, 3, 2, 958
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_t.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 3, 2, 154
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_u.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 3, 2, 113
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_v.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 3, 2, 112
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_w.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 3, 2, 137
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_x.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 3, 2, 62
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_eval_z.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 3, 2, 59
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_f.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 3, 2, 236
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 3, 2, 149
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_b.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 3, 2, 123
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_c.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 3, 2, 167
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_d.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 0, 3, 2, 270
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_e.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 3, 2, 102
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_f.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 3, 2, 197
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_g.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 3, 2, 59
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_h.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 3, 2, 84
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_i.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 3, 2, 129
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_k.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 3, 2, 96
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_l.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 0, 0, 3, 2, 323
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_m.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 3, 2, 140
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_o.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 3, 2, 56
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_p.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 3, 2, 94
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_q.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 3, 2, 59
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_r.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 3, 2, 174
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_s.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 763, 0, 0, 0, 0, 0, 3, 2, 768
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_t.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 3, 2, 81
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_u.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 3, 2, 66
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_v.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 3, 2, 71
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_w.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 3, 2, 131
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_z.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 3, 2, 62
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_func_~.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 3, 2, 215
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_g.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 3, 2, 72
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_h.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 3, 2, 173
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_i.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 3, 2, 196
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_j.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 3, 2, 92
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_k.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 3, 2, 167
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_l.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 0, 3, 2, 423
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_m.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 3, 2, 197
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_n.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 3, 2, 102
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_o.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 3, 2, 96
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_p.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 3, 2, 302
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_q.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 3, 2, 95
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_r.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 3, 2, 233
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_s.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1668, 0, 0, 0, 0, 0, 3, 2, 1673
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_t.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 3, 2, 188
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_u.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 3, 2, 126
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_v.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 3, 2, 130
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_w.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 3, 2, 229
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_x.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 3, 2, 62
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_z.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 3, 2, 68
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\functions_~.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 3, 2, 215
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\hierarchy.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 3, 1, 119
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 3, 1, 149
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 27, 1, 35
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\menu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 25, 2, 52
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\menudata.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 24, 1, 109
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\doc\html\tabs.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\example\application.qrc", "QRC", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\example\main.cpp", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 5, 63
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\example\mainwindow.cpp", "C++", 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 48, 340
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\example\mainwindow.h", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 12, 111
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\ILexer.h", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 91
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\ILoader.h", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 22
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\Platform.h", "C++", 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 80, 554
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\SciLexer.h", "C++", 0, 1845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 1862
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\Sci_Position.h", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 30
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\Scintilla.h", "C++", 0, 1174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 31, 1240
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\include\ScintillaWidget.h", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 73
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexA68K.cpp", "C++", 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 63, 346
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAPDL.cpp", "C++", 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 258
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexASY.cpp", "C++", 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 270
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAU3.cpp", "C++", 0, 706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 32, 909
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAVE.cpp", "C++", 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 230
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAVS.cpp", "C++", 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 29, 292
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAbaqus.cpp", "C++", 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 68, 604
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAda.cpp", "C++", 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 105, 514
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAsm.cpp", "C++", 0, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 47, 467
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexAsn1.cpp", "C++", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 18, 187
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBaan.cpp", "C++", 0, 851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 72, 989
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBash.cpp", "C++", 0, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 34, 908
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBasic.cpp", "C++", 0, 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 55, 566
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBatch.cpp", "C++", 0, 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 23, 499
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBibTeX.cpp", "C++", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 62, 309
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexBullant.cpp", "C++", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 232
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCLW.cpp", "C++", 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 61, 681
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCOBOL.cpp", "C++", 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 39, 380
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCPP.cpp", "C++", 0, 1530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 111, 1726
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCSS.cpp", "C++", 0, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 40, 568
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCaml.cpp", "C++", 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 46, 461
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCmake.cpp", "C++", 0, 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 76, 456
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCoffeeScript.cpp", "C++", 0, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 49, 484
