"filename", "language", "ui", "C++", "Markdown", "PowerShell", "TypeScript", "Properties", "Python", "HTML", "QRC", "CSS", "JavaScript", "Makefile", "XML", "comment", "blank", "total"
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexConf.cpp", "C++", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 22, 191
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCrontab.cpp", "C++", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 18, 225
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexCsound.cpp", "C++", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 213
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexD.cpp", "C++", 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 47, 568
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexDMAP.cpp", "C++", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 4, 227
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexDMIS.cpp", "C++", 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 64, 355
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexDiff.cpp", "C++", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 162
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexECL.cpp", "C++", 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 30, 520
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexEDIFACT.cpp", "C++", 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 53, 337
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexEScript.cpp", "C++", 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 43, 275
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexEiffel.cpp", "C++", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 240
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexErlang.cpp", "C++", 0, 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 71, 625
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexErrorList.cpp", "C++", 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 23, 394
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexFlagship.cpp", "C++", 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 353
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexForth.cpp", "C++", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 169
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexFortran.cpp", "C++", 0, 647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 16, 722
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexGAP.cpp", "C++", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 34, 265
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexGui4Cli.cpp", "C++", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 49, 312
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexHTML.cpp", "C++", 0, 2263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 116, 2470
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexHaskell.cpp", "C++", 0, 851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 154, 1111
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexHex.cpp", "C++", 0, 689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 179, 1046
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexIndent.cpp", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 72
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexInno.cpp", "C++", 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 37, 289
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexJSON.cpp", "C++", 0, 448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19, 499
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexKVIrc.cpp", "C++", 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 86, 472
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexKix.cpp", "C++", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 135
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexLPeg.cpp", "C++", 0, 589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 54, 800
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexLaTeX.cpp", "C++", 0, 495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 539
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexLisp.cpp", "C++", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 284
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexLout.cpp", "C++", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 214
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexLua.cpp", "C++", 0, 440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 28, 503
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMMIXAL.cpp", "C++", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 189
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMPT.cpp", "C++", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 31, 192
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMSSQL.cpp", "C++", 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 34, 353
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMagik.cpp", "C++", 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 62, 447
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMake.cpp", "C++", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 143
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMarkdown.cpp", "C++", 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 21, 420
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMatlab.cpp", "C++", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 45, 390
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMaxima.cpp", "C++", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 223
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMetapost.cpp", "C++", 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 62, 401
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexModula.cpp", "C++", 0, 677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 54, 742
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexMySQL.cpp", "C++", 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 50, 575
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexNimrod.cpp", "C++", 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 42, 432
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexNsis.cpp", "C++", 0, 520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 93, 661
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexNull.cpp", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 39
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexOScript.cpp", "C++", 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 51, 547
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexOpal.cpp", "C++", 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 67, 524
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPB.cpp", "C++", 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 23, 364
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPLM.cpp", "C++", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 200
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPO.cpp", "C++", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 212
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPOV.cpp", "C++", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 23, 318
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPS.cpp", "C++", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 332
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPascal.cpp", "C++", 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 44, 614
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPerl.cpp", "C++", 0, 1542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 74, 1812
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPowerPro.cpp", "C++", 0, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 91, 629
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPowerShell.cpp", "C++", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 253
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexProgress.cpp", "C++", 0, 478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 44, 565
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexProps.cpp", "C++", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 188
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexPython.cpp", "C++", 0, 780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 125, 985
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexR.cpp", "C++", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 215
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexRebol.cpp", "C++", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 31, 324
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexRegistry.cpp", "C++", 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21, 416
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexRuby.cpp", "C++", 0, 1420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 117, 1880
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexRust.cpp", "C++", 0, 729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 67, 840
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSAS.cpp", "C++", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 221
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSML.cpp", "C++", 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 227
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSQL.cpp", "C++", 0, 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 89, 968
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSTTXT.cpp", "C++", 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42, 405
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexScriptol.cpp", "C++", 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32, 380
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSmalltalk.cpp", "C++", 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 32, 325
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSorcus.cpp", "C++", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 61, 207
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSpecman.cpp", "C++", 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 291
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexSpice.cpp", "C++", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexStata.cpp", "C++", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 204
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTACL.cpp", "C++", 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 43, 399
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTADS3.cpp", "C++", 0, 751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 51, 902
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTAL.cpp", "C++", 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 43, 398
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTCL.cpp", "C++", 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 369
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTCMD.cpp", "C++", 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 75, 505
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTeX.cpp", "C++", 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 82, 496
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexTxt2tags.cpp", "C++", 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 29, 479
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexVB.cpp", "C++", 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 32, 318
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexVHDL.cpp", "C++", 0, 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 46, 586
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexVerilog.cpp", "C++", 0, 956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 55, 1078
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexVisualProlog.cpp", "C++", 0, 440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 40, 511
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexers\LexYAML.cpp", "C++", 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 41, 352
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\Accessor.cpp", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 74
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\Accessor.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 32
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\CharacterCategory.cpp", "C++", 0, 3907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 23, 3967
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\CharacterCategory.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 34
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\CharacterSet.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 53
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\CharacterSet.h", "C++", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 195
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\DefaultLexer.cpp", "C++", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32, 126
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\DefaultLexer.h", "C++", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 52
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexAccessor.h", "C++", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 209
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerBase.cpp", "C++", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 145
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerBase.h", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 54
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerModule.cpp", "C++", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 127
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerModule.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 88
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerNoExceptions.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 63
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerNoExceptions.h", "C++", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 29
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerSimple.cpp", "C++", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 54
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\LexerSimple.h", "C++", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 27
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\OptionSet.h", "C++", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 139
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\PropSetSimple.cpp", "C++", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 158
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\PropSetSimple.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 29
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\SparseState.h", "C++", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 107
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\StringCopy.h", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 33
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\StyleContext.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 70
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\StyleContext.h", "C++", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 213
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\SubStyles.h", "C++", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32, 197
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\WordList.cpp", "C++", 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 27, 296
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\lexlib\WordList.h", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 39
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\AutoComplete.cpp", "C++", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 294
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\AutoComplete.h", "C++", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 21, 92
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CallTip.cpp", "C++", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 36, 333
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CallTip.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 92
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CaseConvert.cpp", "C++", 0, 741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 34, 820
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CaseConvert.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 47
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CaseFolder.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 67
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CaseFolder.h", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 42
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Catalogue.cpp", "C++", 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Catalogue.h", "C++", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 25
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CellBuffer.cpp", "C++", 0, 988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 129, 1205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CellBuffer.h", "C++", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 33, 216
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CharClassify.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 60
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\CharClassify.h", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 32
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ContractionState.cpp", "C++", 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 52, 419
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ContractionState.h", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 53
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\DBCS.cpp", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 43
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\DBCS.h", "C++", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 18
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Decoration.cpp", "C++", 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47, 317
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Decoration.h", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 60
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Document.cpp", "C++", 0, 2775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 256, 3251
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Document.h", "C++", 0, 459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 78, 585
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\EditModel.cpp", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 78
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\EditModel.h", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 69
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\EditView.cpp", "C++", 0, 2045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 199, 2404
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\EditView.h", "C++", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 27, 187
